label,text,Date
0,@heathenshearth I know.. I am sad  I want to chat but I woould rather this blinding pain go away.,2020-06-05 16:32:55.447226
4,conroe graduation today!!  ,2019-04-20 16:32:55.447226
4,@IGlastonbury life IS fabulous x ,2019-07-29 16:32:55.447226
4,@questlove  Funny stuff on the show tonight.  I was drinking wine and cracking up at the NBC Cafeteria scene ,2021-08-05 16:32:55.447226
4,@ralphiethedj That is what dogs are for! Lol. Good luck ,2019-07-02 16:32:55.447226
4,@WennoU he is nice to me. Very very nice. ,2022-02-17 16:32:55.447226
4,YES! New song and it's almost done. ,2020-11-13 16:32:55.447226
4,Seeing UP! with Tori!!! FINALLY! ,2022-06-23 16:32:55.447226
0,", good evening! ï¿½ Hey how's your day?? 1 day to go back to school na :; grrr i have a big problem ",2018-05-28 16:32:55.447226
4,Shares a bday with sugar ray  &amp;had the best night ever last night!!!!,2017-12-01 16:32:55.447226
0,@thenirishkat Welcome to my world ,2018-06-24 16:32:55.447226
4,Wishing I was in LA sitting by the pool with my roomies Cat &amp; Claire  - give us a few years and we will be,2019-12-01 16:32:55.447226
4,"you may not know it but, you are something special!  Especially to me ",2018-05-21 16:32:55.447226
0,Swimming was fun! Both P and me very tired. Also both disturbed by the smelly man on the bus ,2018-11-22 16:32:55.447226
4,"Getting hella drunk on a cruise boat atm, all for you @perzbenz wish u were here!!! ",2019-11-16 16:32:55.447226
0,i wuz playin w/the cutest dog ever..until she got picked up ,2019-11-10 16:32:55.447226
0,Learning to drive this summer! Still a year and a half away from my license though ,2019-07-23 16:32:55.447226
4,okay! back to work! ,2018-08-25 16:32:55.447226
0,@SharonDivine ugh I'm looking for my one-hitter  can't find it!,2022-09-06 16:32:55.447226
0,worried about her  brother J,2020-07-15 16:32:55.447226
0,"@jordanknight its really getting old with the TINK thing, just tell us already ",2021-12-30 16:32:55.447226
4,@neuyneuy yes n we know wot happens to traditionalists dun we ,2019-09-22 16:32:55.447226
0,@BANANARCHY empires is the only band/song/thing that just will not upload on that site. ,2019-01-11 16:32:55.447226
0,relaxing at home.....got lots of work to do ,2020-12-02 16:32:55.447226
4,@shellieartist i have a wacom! wish I could let you borrow. ,2022-09-14 16:32:55.447226
0,I wish my back wasn't peeling  Especially right where I can't reach to put any lotion on.,2023-02-14 16:32:55.447226
0,painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn ,2021-07-05 16:32:55.447226
0,feeling really shitty and flu like ,2022-01-05 16:32:55.447226
0,"@zoara Critical mass the bike thing? It was quite popular  last yr and is getting to be again, fountains 1730 last Friday. My bike broke ",2019-03-13 16:32:55.447226
0,@lautnerx3 same! OMG! am  tired cant open my eyes ,2020-06-23 16:32:55.447226
4,Just about ready to go to bed. It was a long day today. Good night. ,2018-01-21 16:32:55.447226
0,last dance class of the year ,2020-02-03 16:32:55.447226
4,Morning Twamily! I got put in Twitter Jail overnight...it gets dark in there. But Im out LOL ,2021-08-24 16:32:55.447226
4,@donnyroc i know  ..but u damn sure are thinking IT!,2021-05-04 16:32:55.447226
4,Solaris is nearly finished uploading ,2020-08-10 16:32:55.447226
0,Raining ,2020-11-03 16:32:55.447226
4,@kadeholloway I'm coming ,2019-10-01 16:32:55.447226
0,I've had a bad day.. Mostly @gustav1992 's fault... ,2022-01-14 16:32:55.447226
4,@soapylove I think I got it Miss Debbie- thank you! Wish you were here to share one of the cupcakes they'll top off.  ,2023-03-18 16:32:55.447226
4,"@ben_wiebe wouldn't it be cool if someone on the #15 bus saw your tweet, found your phone &amp; kept it for u? ",2021-05-30 16:32:55.447226
0,"@Bren_311 I'm gonna have to temporarily turn my internet off soon!    Thankfully, I'll still be pirating wireless, haha",2018-05-27 16:32:55.447226
0,My headphones broke ,2018-06-25 16:32:55.447226
0,got soaked walking home it really isnt fair ,2022-08-30 16:32:55.447226
0,@MsChunLi Me toooooo! I wanna go home so bad  Really Lashur,2020-05-05 16:32:55.447226
0,@xosophietweets Yeah that would be so cool   but life is complicated ...  i wish i lived in londen ,2019-09-25 16:32:55.447226
0,So I started cleaning and I sat down for a second and now I don't want to get up to finish ,2022-08-05 16:32:55.447226
0,"ugh my throat is closing up, and it's getting very hard to breathe, not a comfortable feeling tbh ",2020-02-29 16:32:55.447226
0,@garhol bweeeeoooo  sad sound,2019-04-05 16:32:55.447226
0,"Yes yes yes my exams are over oh yeah!!!!!!!!!!!!!!!!!!!!!!!! i am now going to drink a tall , ice cold glass of c... c... c.... water ",2020-03-31 16:32:55.447226
4,rofl the ninemsn celeb lookalikes thing tis funny  D&amp;MLP much?  but that was last times :S but still funny ,2020-02-17 16:32:55.447226
0,@QueenChopsuzy your only just following me!! Tut tut!! How's life?? We av neva met up since I've been bk to bpool   and ur leaving soon!,2022-10-20 16:32:55.447226
4,I'm off to the garden....  having a cool drink and sitting in the sun to get some color on my white skin ;),2021-03-08 16:32:55.447226
4,"@zackyservitude ayooo, the pictures are up from tonight! give me a text sometime, my numbers 5703527627 ",2019-04-15 16:32:55.447226
4,@Deb_Fosten You are more than welcome. Please tell me how you like it? I think it is cool that you can do the co-op bit. ,2023-05-04 16:32:55.447226
4,Tyra time ----&gt; sleepy time  Sweet dreams to all ,2022-06-26 16:32:55.447226
4,"@jodimeadows This sounds more like subjugation by the world, rather than domination of the world.  ",2021-04-15 16:32:55.447226
4,@syzygy thank you ,2023-02-11 16:32:55.447226
4,Dance Costumes going in  $$ Hopefully...,2020-08-24 16:32:55.447226
0,"@jaredmcfarland same thing you do with computers, beg borrow and steal for an upgrade ;)  (a sad picture none the less ",2021-03-25 16:32:55.447226
0,@DJKALI619 But ugly girls are ugly!!! ,2020-11-13 16:32:55.447226
0,"Aw, he's leaving now...see you in three weeks ",2021-07-03 16:32:55.447226
4,@CHLOmancE awww. yeaah. ,2018-07-20 16:32:55.447226
0,Almost to grandmas now. No internet there. I will never catch up on twitter. ,2020-05-13 16:32:55.447226
0,Bed time with wet hair ,2018-12-25 16:32:55.447226
4,Bros friends now over. One is totally pissed. Some nearby. I feel near barrier of no return so I'm pacing myself now ,2022-01-08 16:32:55.447226
0,I need more signitures in my annual ,2019-03-29 16:32:55.447226
4,"Again at home, what a lovely evening... @taylorswift13 Have wonderful performances! ",2021-07-13 16:32:55.447226
4,"@RayBlanco AAH yes, naturally.  I'm sure many faces will be melted by all parties.",2022-10-06 16:32:55.447226
4,Last day in the badminton season :/ - I'm baking dreamcake ,2020-08-31 16:32:55.447226
4,"Super tired! with my bros and pop - electric fans, aircons, my room - now all FREE from DUST! ",2020-01-06 16:32:55.447226
0,"just come back from church, the organ seems to be playing up after its service  so switched to piano instead. Free the rest of the day...",2018-05-01 16:32:55.447226
4,"@JacobLovie yea u will be fine, I hope my french comes across on tape fine ",2018-11-30 16:32:55.447226
4,yes! Muse in november weer naar Nederland! ,2022-02-06 16:32:55.447226
0,Kinder graduation ,2022-01-03 16:32:55.447226
0,@Escape2TheStars I even gave you a shout out yesterday.  i suck apparently. lol,2018-10-26 16:32:55.447226
4,Morning Guys ,2018-05-11 16:32:55.447226
4,"@skustes Scott, send a message to me at richeng1223@gmail.com and I'll get you the recipe for my wife's Chinese ribs ",2018-07-22 16:32:55.447226
4,just made a lemon cheeeeesecake ,2020-02-08 16:32:55.447226
0,@mrstessyman collapsed off 10&quot; back door step onto already dodgy knee cannot move it well at all  Everything hurts,2019-03-29 16:32:55.447226
0,Finals!!! ,2019-06-27 16:32:55.447226
4,@julietANNA pergi lh survey mana2 web yang jual domain then beli lh.byr online lh  eh eh google connect tu WP pun blh pkai lh,2022-05-29 16:32:55.447226
0,happy the cavs won..but sad my girl got a headache tho ,2018-08-08 16:32:55.447226
0,Came runner-up   nothing for 2nd place in this game!,2017-11-17 16:32:55.447226
0,"@highheelznkickz Thanks Sis, I was about to tell @urostarstruck...Terp I am not....Not that I secretly dont wish I was  lol",2021-03-20 16:32:55.447226
0,let the work begin... ,2019-06-11 16:32:55.447226
4,"myspace is beign a tad on the slow side,.. ",2022-01-04 16:32:55.447226
0,"I am rehearsing today! I am in NY again, kinda cold  I am craving some pancakes.",2023-03-13 16:32:55.447226
4,http://yfrog.com/0ns0bj She looks so cute hahaha ,2019-03-25 16:32:55.447226
4,Had a great day  thank you all.,2019-03-10 16:32:55.447226
0,Emily thought it'd be cool to just take my blanket and pillow. @milly1414 come help me ,2022-06-23 16:32:55.447226
4,Need coffee! Starbucks.  then I'll go home. Big day tomorrow. Fun in the sun then international festival. ,2022-04-10 16:32:55.447226
4,"I go to talk to the gutter guys, I'm just in a white see thru shirt &amp; tiny shorts.. The live in handd me a coat to cover myself. How cute ",2018-04-23 16:32:55.447226
4,"@angelsab haha lol ok, well I'm expressing my love now, is that ok?? and I shall book em when I get home  get time off later, haha",2018-06-10 16:32:55.447226
4,"Ohhhh, Yeah - I Wu Tang-ed ",2020-07-21 16:32:55.447226
0,at the dentist. Eek! I don't like the dentist. ,2022-10-17 16:32:55.447226
4,"@davidoshea1 nope, not today, doin a bit of work round the house today  but tomorrow, will be in for definite. Good luck with spanish btw!",2020-05-22 16:32:55.447226
4,@ImInLoveWithMJ Oh the same thing  And i will on msn and facebook for hours and hours; im a &quot;nolife&quot; ,2022-02-06 16:32:55.447226
4,"Why does it seem like I haven't accomplished anything except a bigger mess? It's all good tho, I love cleaning in cool sunny days ",2020-01-03 16:32:55.447226
0,"It's so annoying when I want to go see The Sats, @OfficialJoBros and @ddlovato in concert..but I know I'LL Have to pay ",2019-06-20 16:32:55.447226
0,I wonder if I could get some food delivered to @ASOS Towers? Tis looking a bit chilly to be braving the outdoors in gladiator sandals... ,2022-03-17 16:32:55.447226
4,@c2s That means I'm in the wrong. Damn you for making me lose my side of the debate. ,2022-02-28 16:32:55.447226
0,@Felix23 Idk if chicken is even going now!! ,2021-05-06 16:32:55.447226
4,I like to state the obvious ,2023-01-18 16:32:55.447226
4,@iluvcuppycakes Here's your monthly reminder to sign up for Taste &amp; Create.  ,2018-07-30 16:32:55.447226
0,@5DollarDinners @georgegmithjr the pics must change - everytime I refresh it is a new pic!  (not always my shoes  ),2021-01-20 16:32:55.447226
0,"@tangledtara ha what a good idea, methinks I need to do some proper exercise and stop eating so many sweets, no more dip-dab saturday ",2019-02-24 16:32:55.447226
0,Had some crazy nightmares last night ,2018-07-01 16:32:55.447226
0,#twidroid has been updated to 2.1.7. Not sure what's changed yet. Wish they'd revert back to the old app icon though ,2017-12-16 16:32:55.447226
4,Back home drinkin' a beer &amp; watchin' Sopranos...There's nothing like relaxing at home ,2022-04-26 16:32:55.447226
0,I'm  craving some chocolate cake ,2019-02-16 16:32:55.447226
4,Getting ready for bed. Goodnight evrybdy ,2018-10-02 16:32:55.447226
0,"Laptop is still down for the count and I'm not going to make it to the @MusiqSoulchild, Anthony Hamilton &amp; @epiphanygirl show next week ",2021-10-04 16:32:55.447226
0,Not getting my hair done anymore... at the ER.  Grandma is here  ,2019-05-02 16:32:55.447226
4,@mhisham probably comapred to death for this two. LOL. ,2020-10-26 16:32:55.447226
0,Holy crap it got cold and windy since 5pm! Not cool! ,2021-04-16 16:32:55.447226
0,@chapstickaddict miss your face ,2018-08-16 16:32:55.447226
0,is scared shes gonna lose a close friend ,2020-07-02 16:32:55.447226
0,"@CTPeach Prolly cos I did a lot of Graphic Design, they prefer fine art ",2021-01-05 16:32:55.447226
4,Listening to Nat King Cole singing in Spanish ,2022-06-21 16:32:55.447226
0,Why do I never learn?  Don't pig out on sugar free lollies ,2021-11-17 16:32:55.447226
4,@DJ_VIC I know right! Took a while no? ,2023-03-28 16:32:55.447226
4,"About to go to school to help my mother set up for Teacher Appreciation Week. How ironic is that, Natalee?! ",2018-12-08 16:32:55.447226
0,@JulissaB he's 2 I can't believe I'm a mom either. It was not planned LOL. He's a ball of fire like his mom ;) aw you came last week ,2022-12-10 16:32:55.447226
4,@the_roar nevermind. I'm sure we nick a few of your players during the close season as revenge ,2018-06-20 16:32:55.447226
4,@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow ,2020-02-11 16:32:55.447226
0,"Yay, my train is late... It starts here but it's 15 mins late arriving from London in the first place ",2023-02-26 16:32:55.447226
4,@shiraabel  Me and Ahoova are back and forth on gmail by now...this is only an after effect . Nobody called me yet. What does it mean?,2020-03-30 16:32:55.447226
0,Ah filming is taking forever  I wanted to have lunch with fella ,2022-01-24 16:32:55.447226
4,"and you don't stop, and you don't stop rockin' the beat ",2019-10-31 16:32:55.447226
0,Denmark is cold even in the beginning of summer ,2018-01-10 16:32:55.447226
0,my internet sucks right now  but i'm playing fallout 3!,2022-02-09 16:32:55.447226
0,Tired! Can't sleep for hours though. ,2018-09-06 16:32:55.447226
4,@AishaAngel  Thank you honey.,2019-03-04 16:32:55.447226
4,Don't say that. I made it safe.  lol. We're having a good time. I'm sleeping here.,2018-09-09 16:32:55.447226
0,i stayed up for an hour just to talk to u.. can't believe that i only got to talk to u for thirty secs.. ,2018-10-15 16:32:55.447226
4,"So, Alan Wake looks like a Finish Luigi's Mansion. Looking forward to it.  #E3",2018-03-10 16:32:55.447226
0,http://bit.ly/9qtpe          buy my stuff! parting with my childhood - sad times ,2022-09-12 16:32:55.447226
4,here with @KristenHalleran in tech ed! ,2019-01-18 16:32:55.447226
0,bored!!!  been billed every1z  gone to bedd!!,2020-02-21 16:32:55.447226
0,At work and stressed ,2021-05-28 16:32:55.447226
0,i need help  someone giv me advise,2021-03-16 16:32:55.447226
4,@LovinJK4ever I agree ,2019-04-23 16:32:55.447226
4,@sedington86 Thank you so much! ,2020-09-24 16:32:55.447226
4,going to have lunch!!! ,2021-05-31 16:32:55.447226
4,"@ManyaS @LightGroup Have a great week, see you at #bnblv in #vegas Pls let us know if anything else is happening. ",2021-08-17 16:32:55.447226
4,"@ElViejon hi,   how r u ?",2022-05-04 16:32:55.447226
0,My mouth hurts ,2021-09-07 16:32:55.447226
4,That last tweet was supposed to be &quot;Highest Paid&quot; not pair ,2019-05-26 16:32:55.447226
4,"wow... 3 hours later, I've actually arrived in taiping!! yay for the shoot tomorrow! ",2020-09-28 16:32:55.447226
0,Had no idea video to Mambo #5 was SO bad. 1st time I've seen strippers actually be a downpt. to something. Their stripper school sucked ,2022-10-31 16:32:55.447226
4,Just got 17 books in the library sale for 1 pound 50! ,2020-09-11 16:32:55.447226
4,@AnnetteTush thanks! Africa would be a huge market ,2023-03-30 16:32:55.447226
4,"June gloom is definitely here, but now it's one month til my bday! ",2020-03-28 16:32:55.447226
0,"http://quaalude.proboards.com/ Unrest in Iranian capital , home raided , video  tear gas - mass death military tank in Azadi Square  QC",2021-01-18 16:32:55.447226
4,"Getting ready. Schedule for today: work, school, work on my paper and finally i'll start off the weekend at the &quot;Kegelbahn&quot; ",2021-05-01 16:32:55.447226
0,@QDEEZY215 awww man that was kinda sad.  Until the end. That was unexpected. Did he say he has a penis on his stomach?,2021-08-19 16:32:55.447226
4,Oh yes - http://tinyurl.com/bg2cqa  thx @wit_chu,2019-03-27 16:32:55.447226
0,@luvsharie Um...sharie...I reply to you all the time....you don't reply back. ,2018-10-11 16:32:55.447226
4,@officialcharice i think i know what it is....  have fun!!,2019-07-24 16:32:55.447226
0,@angeltalks lol i was playing around because i want to have a session some time. but no one wants to chat with me ,2023-02-16 16:32:55.447226
0,@HurricaneHelms   you have to be kidding me miley beat the boss - i guess we are getting old ,2021-10-17 16:32:55.447226
0,Still looking for an investor for some of my ideas ,2021-09-15 16:32:55.447226
0,Eating at the executive lounge of the Conrad Singapore... My phone's not working ,2022-07-15 16:32:55.447226
0,@ONLY1ME09 I did. I hadn't been on Myspace really really until today. It was good though. Always so heartbroken ,2020-07-22 16:32:55.447226
4,@krystyn13 my hair does that too - it's cause on the weekend I let it air dry.  ,2018-06-12 16:32:55.447226
0,Graduation in 2 days ): No more elementary.... Skipping to grade 7 instead of 6...... Nervous ,2018-07-23 16:32:55.447226
4,bout 2 fix me a sandwich cuz i'm hungry ,2017-12-15 16:32:55.447226
4,"@tanishiarh blockbuster day, already had it. rush hour 3 is that funny shit tho. damn you watching movies wit out me! ",2018-11-07 16:32:55.447226
0,I am not required for Jury service ,2022-04-16 16:32:55.447226
4,"i'm goin' to have a shower ,    jb - fly with me &lt;333",2021-09-29 16:32:55.447226
0,@taylorswift13 hello! taylor your big fan *-* - You are my inspiration. loveyou! please come to Brazil! ,2020-09-20 16:32:55.447226
4,@Silverine *showers you with cookies and vodka and vodka cookies* Thanks for the crits! ,2018-10-05 16:32:55.447226
4,"I'll see you all tomorrow, the same time...  :-! G`bye! @rannau @brookeiloveyou Thanks! Bbye!",2021-12-15 16:32:55.447226
0,@tajexperience u..me...the fellas and some drinks...i got a heavy heart right now ,2021-07-15 16:32:55.447226
0,got to go study  i hate the junior cert cant wait till the 12 of june it will all be over then wwoooo,2019-04-13 16:32:55.447226
4,@Jmoney718 ask miss diamond if she wanna go to she can bring mali push him in the stroller ,2022-09-01 16:32:55.447226
4,@woahitsemma its 4 am in calii and im reading my sisters keeper! woho being nocturnal ,2021-10-12 16:32:55.447226
4,"@lightenupgear I has much love for EC, despite the hard time I gave him...   ",2020-08-22 16:32:55.447226
4,@kalenia_ Am I? I haven't noticed that lol I like this word ,2019-08-30 16:32:55.447226
4,@joseecharb YAY for twitter ,2019-04-04 16:32:55.447226
4,Watching Shrek and cooking pizza  gonna be a geek and read Andrew Marr later,2021-03-08 16:32:55.447226
0,crazy cold in the office  wearing a dress does not help at all ,2020-01-28 16:32:55.447226
4,@pinklizzysews Yummy Rachel ,2020-06-22 16:32:55.447226
4,"@luishandshake best wishes tomorrow, i hope it lasts forever and everrrr ",2018-12-26 16:32:55.447226
4,@ChristinaCiulla I bet it will get better soon  when it does do you wanna go hang out downtown and see the Imagine exhibit?,2021-06-23 16:32:55.447226
4,"@AshyJonas haha ok, i was like Â¿? , but the i get it ",2021-10-29 16:32:55.447226
0,kittie loves mauricio &quot;shogun&quot; rua.  It's just too bad the ninja's married ,2018-03-10 16:32:55.447226
4,just bought my dad some kick-ass AC/DC tickets for father's day. Section ONE. I rule. ,2018-05-15 16:32:55.447226
4,@classicsole pretty good.  about to get better since I'm about to go get my paycheck,2018-06-17 16:32:55.447226
4,@MrYancey and now u know a another.....ME!! Lol ,2018-03-22 16:32:55.447226
4,@NateBW My pleasure! No wine yet! I have a bottle of ZInfandel port that I may open and enjoy with a nice cigar!  ,2019-10-10 16:32:55.447226
0,"@OliviaShawPhoto hi Oli! how are you?  girl, i have to say, I don't liked you but now i see that you are so friendly, i'm sorry! ",2022-03-05 16:32:55.447226
4,@Trevieno just getting ready to make a late dinner. cold and damp here in chi town...ready for summer! have a fun evening! ,2018-08-11 16:32:55.447226
4,@michaels_feed Would it's designation be FALAHKLAHLA? ,2018-08-10 16:32:55.447226
4,Off to watch some Freaks &amp; Geeks with @dawnmariesdream that show is fucking cracking me up ,2020-01-09 16:32:55.447226
4,Just been woken up by mum so listening to the @CHRISDJMOYLES podcast because I didn't get chance to over the weekend ,2022-12-04 16:32:55.447226
0,(I miss my twiggas) ,2021-08-09 16:32:55.447226
0,so tired...babysat from 8am till 12  sleep time..gnite yall,2021-09-27 16:32:55.447226
4,"@networkbarefoot @gina_romero @organisedPA Fantastic webinar, great tips and have now downloaded Tweetdeck   Thank you ladies",2020-09-30 16:32:55.447226
4,@serianna Sort of &gt;.&gt; I had a dream about BBQ. So I made BBQ sauce. I got Country Ribs and cooked 'em with it. Turned out good. ,2019-08-13 16:32:55.447226
0,Watching Tv . . .  Nothing On ,2022-03-23 16:32:55.447226
4,http://twitpic.com/7j287 - and this ones for that @Mileycyrus chick too ,2021-02-03 16:32:55.447226
0,sad that i cant buy the Claudia wine in a glass ,2020-05-25 16:32:55.447226
0,@lastmemoirs haha. dont worry. ive been thinking bout him nonstop and i even cried a bit. ,2018-03-30 16:32:55.447226
0,"just saw casey groves in the one-actor play &quot;damien,&quot; powerful. now i have to leave molokai for oahu... one more home to farewell. ",2021-07-12 16:32:55.447226
4,"@dmbsredhead Me, too! At least by Friday ",2019-12-29 16:32:55.447226
0,I have to go to bed on time because I help open up the store tomorrow. No late night fun for me. ,2020-10-17 16:32:55.447226
4,@AngelaLolita LOL  banana pudding! I can't wait to taste it again! No sweets for me for a long time!!!!  Lord Help!,2021-09-13 16:32:55.447226
4,@Alyssa_Milano I agree! Use Twitted how you want...you go girl! ,2021-10-08 16:32:55.447226
0,Why won't my Superstition and Paranoid appear on my iTunes library on my comp?  They are syncing ,2018-02-25 16:32:55.447226
0,@ChristinaWeldy We don't want you to be lost  Could we have someone call to help out? DM your info if you'd like that.,2019-11-25 16:32:55.447226
4,"@AlanBleiweiss LOL - yes, that's how I like to monitor $ucce$$ too ",2021-08-05 16:32:55.447226
4,At the pool... such an awsome day in phx to be outside  and bless to have my bug here!!,2023-01-27 16:32:55.447226
4,WOO HOO finally broke the mark $ I am below 165 only 50 more pounds to go LOL but hey the last 43 pounds werent so bad to lose ,2019-02-28 16:32:55.447226
4,Getting baptized today!!! ,2021-05-17 16:32:55.447226
0,"I think I might be in love with Srider. He's amazing. ElfBoy's pretty cool too, though. So depressed that wizard dude died ",2021-06-13 16:32:55.447226
4,my voice is all scratchy this morning from the coldplay concert!! ,2021-06-07 16:32:55.447226
4,@mileycyrus PLEASE. ,2021-03-09 16:32:55.447226
4,I'm tired. That rehearsal was draining. Not just in the mood for for for for ,2021-01-04 16:32:55.447226
0,@TraceCyrus you sound like you need some love  ****love*****,2023-03-14 16:32:55.447226
0,cleaning up joeys mess ,2022-11-04 16:32:55.447226
0,@QuinnHealy Oh no  Vit C! Seems like almost everyone has a cold these days.,2021-05-20 16:32:55.447226
4,@jlamonde  well guess your theory works,2020-07-30 16:32:55.447226
4,http://tinyurl.com/nbvfbh - At the beach - Seems i wasn't the only one with the bright idea of a day at the beach today ,2018-12-14 16:32:55.447226
0,@laurabergmann i had a nightmare that you were my sister. Oh wait you are. ,2022-11-13 16:32:55.447226
4,Okay.. I'm really sleeping now. K. ,2021-09-25 16:32:55.447226
0,We lost our power at 10:30!  ,2021-06-12 16:32:55.447226
4,@TelishaMarie  welx just don't eat to0 much,2020-07-14 16:32:55.447226
4,@tim_kirby Lovely day indeed. Good to see some wildlife in the new forest on the way in today ,2019-08-15 16:32:55.447226
4,One of my favourite headlines: &quot;Danish pupils proven to be smarter than their classmates!&quot; ,2018-06-09 16:32:55.447226
4,@onceatweeter you go girl! spread the word glad you are having fun you deserve it ,2020-10-14 16:32:55.447226
0,HEADACHE!!!!!!!!!!!   ,2023-01-26 16:32:55.447226
0,I do not feel like driving up to edison alone tomorrow ,2022-10-07 16:32:55.447226
0,I'm three days out from chemo and sleeping is unattainable. I have hot flahes like menopause and I eat like a horse. ,2018-10-03 16:32:55.447226
0,wishes that tomorrow would not come.  #fb,2022-12-12 16:32:55.447226
0,says napaka hostile tuloy ng environment dito sa office ngayon...  http://plurk.com/p/n29vz,2021-06-11 16:32:55.447226
0,I don't wonna go to work  I have got too much to do. X x x,2018-12-31 16:32:55.447226
0,OMG Sooo tired...hate mornings  have to fill in for a new client :-/ getting ready for work....blah!!!,2019-08-20 16:32:55.447226
0,http://bit.ly/KNAwp     p-p-p-bear?,2023-03-07 16:32:55.447226
0,@mileycyrus 's concert tickets are soooo expensivee   ......  they will have to be my christmas present  oh well,2023-02-16 16:32:55.447226
0,@DarnWright I only have two friends on bb messenger ,2019-04-18 16:32:55.447226
4,@gennygoesrawr is this directed toward me? Cause' i have a good explanation ya know! ,2022-12-26 16:32:55.447226
4,"@GetKnownRadio Haha We all been there, can u add it to ur permanant playlist an maybe a blurb on the blog n a partridge in a pear tree ",2018-02-08 16:32:55.447226
0,@ramanv That sucks.  Just get an iPhone when you come here. ;),2021-04-21 16:32:55.447226
0,feeling slightly sick- too much ice cream  my own fault really  had a nice day through xx,2021-04-14 16:32:55.447226
0,says i think chickenpox will ruin our anniversary.  http://plurk.com/p/rc4hg,2017-12-27 16:32:55.447226
4,my cats sleeping ,2021-07-10 16:32:55.447226
4,Going out to the pool. It's pretty dang hot here right now. Wish I had a fruity drink with an umbrella. ,2023-05-05 16:32:55.447226
4,@denharsh will have to think of one ,2018-12-12 16:32:55.447226
4,@brianangelday26 well i hope your personal life gets better for you!  &lt;33 you! and the rest of  Day 26 :  ),2021-02-09 16:32:55.447226
4,lovleyyyyy sunshine  was sitting outside reading wearing leggings though so i've just got orange feet haha,2023-01-26 16:32:55.447226
0,@winged_mammal I know! I want to be a hobbit  *is close to be short enough*,2018-12-06 16:32:55.447226
0,I'm at a gas station and a van full of old people is broken down!  Poor old people!,2022-08-24 16:32:55.447226
4,"@JodiAlbert Hey Jodi welcome to Twitter, now that we have you and nicky on board I think it's time you's convince Kian to join to ",2019-08-11 16:32:55.447226
4,"@dinno What is the reason for congratulations? I am sorry, I have no idea. Congrats any way ",2021-06-10 16:32:55.447226
0,Bloody itunes  2 hours downlaoding 3.0 then getting errors now trying to update iPhone!,2018-12-26 16:32:55.447226
0,Feels like a cramp. Quite disconcerting ,2018-02-04 16:32:55.447226
0,@tccrt3r !! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,2018-10-23 16:32:55.447226
4,@ErikaRose Good Morning Erika. I hope you had a peaceful sleep and are ready to bring love and life whereever you go today ,2023-02-27 16:32:55.447226
0,Still doing my Mono homework!! ,2020-02-21 16:32:55.447226
4,HAHA KAKASHI IS SOOOO NOT DEAD! ,2019-07-04 16:32:55.447226
4,http://twitpic.com/7gcso - webcaming with jack  ahah,2018-03-12 16:32:55.447226
0,"It's like the end of a dream: no more Reunions, I've already graduated, '09 gets all the attention, and back to work with me ",2022-10-01 16:32:55.447226
0,not ready for Monday...and a rainy one at that! ,2023-03-04 16:32:55.447226
4,@Dominicrayt Hey ,2022-05-15 16:32:55.447226
0,@ryanjkirk No I've not even heard of OnDialog sorry ,2019-05-29 16:32:55.447226
4,@whatacatchsarah i love that song ,2021-03-14 16:32:55.447226
4,@jamierumbelow I was standing nex to you outside haha - I'm down here at the front. Gimme a binarycake card ,2019-02-11 16:32:55.447226
4,@JenaDelk Good luck! If I can get out of this comfy bed I might play V Deep Stack too ,2020-03-28 16:32:55.447226
4,@bradiewebbstack  Bradie... You probs dont remember but we are b-day buddies ,2019-04-26 16:32:55.447226
0,I am very bored because i am doing bloody textiles revision and its really nice out so im tres tres anoyed ,2019-01-13 16:32:55.447226
4,"@clarisseee I know  I'll be counting down for a few weeks now haha, I wonder what I will look like without them",2018-03-02 16:32:55.447226
4,@BritCalvert I second that ,2021-04-21 16:32:55.447226
0,Quero ir no show do moptop ,2021-05-12 16:32:55.447226
4,@jerri53 has the #storm hit your place ...updates if you can please ,2022-05-01 16:32:55.447226
0,@bmthofficial good! i only got to see you guys twice in january. broke my ribs at the second show so couldn't make it to birmz ,2022-03-05 16:32:55.447226
0,why do i love the name corduroy? hahahahah...i wish my name was corduroy!!! ,2022-10-28 16:32:55.447226
4,"Well, theres bn lotz of quein- they all walk by me. And i didnt even rec charles :! Misha, omg- i was like thats the collins Ahh ",2023-04-29 16:32:55.447226
4,Champorado for the cold afternoon. Just like old days. ,2022-08-21 16:32:55.447226
4,Morning twitterites! Hope you all have had a great start to your monday. ,2020-07-06 16:32:55.447226
4,"@missjeffreestar Jeffree, I totally love your music!  Have a concert in Norway soon? &lt;3 Love yah",2020-06-27 16:32:55.447226
0,going to dinner with my mamma. miss california ,2022-11-19 16:32:55.447226
4,@iloven3wyork Thanks ,2018-03-28 16:32:55.447226
0,living in an empty haunted house ,2018-02-25 16:32:55.447226
4,@mitchelmusso http://twitpic.com/6v57d - cool  I love u Mitchel!!,2021-02-01 16:32:55.447226
